"","code","number","title","units","time","description","effective","GE"
"395","ANS","170","Ethics of Animal Use ","4"," Discussion—1 hour; Lecture—3 hours","Prerequisite(s): Any basic course in composition or speech, or completion of college English requirement. Ethical issues relating to animal use in contemporary society. Integration of philosophical theories with scientific evidence relating to animal behavior, mentality, and welfare. Uses of animals in agriculture, research, and as companions. Ethical responsibilities regarding wildlife and the environment. "," 2016 Fall"," SL, SS, WE. "
"396","ANS","190C","Research Group Conference ","1"," Discussion—1 hour","Prerequisite(s): Consent of Instructor. Advanced standing. Weekly conference on research problems, progress and techniques in the animal sciences. May be repeated for credit. May be repeated for credit. (P/NP grading only.) "," 1997 Winter Quarter.",NA
"397","ANS","192","Internship in Animal Science ","1-12"," Internship—3-36 hours","Prerequisite(s): Consent of Instructor. Completion of 84 units. Internship off and on campus in dairy, livestock and aquaculture production, research and management; or in a business, industry, or agency associated with these or other animal enterprises. All requirements of Internship Approval Form must be met. (P/NP grading only.) "," 1997 Winter Quarter.",NA
"398","ANS","194","Research in Animal Science ","3"," Discussion—1 hour; Laboratory—6 hours","Prerequisite(s): ANS 106 or ANS 135 or ANS 136 or ANS 137 or ANS 139 or ANG 111; or ANS 133; and Consent of Instructor. Research with a faculty mentor. Weekly discussion and laboratory on specific research topic. May include a seminar to research group. Choose from sections: (1) Animal Behavior; (2) Animal Genetics; (3) Animal Nutrition; (4) Animal Physiology. May be repeated up to 4 time(s). "," 2016 Fall Quarter.",NA
"399","ANS","194HA","Undergraduate Honors Thesis in Animal Science ","4"," Laboratory—9 hours; Lecture—1 hour","Prerequisite(s): (NPB 101 or ANS 100); (ABI 103 or BIS 103); and Consent of Instructor. Minimum cumulative GPA of 3.200 and selection by the Honors Selection Committee. Students will carry out a research project (chosen from faculty-suggested or approved proposals) during the academic year under the guidance of a faculty member. Upon completion, student will write a thesis and present a public seminar describing his/her research. "," 2016 Fall Quarter."," OL, SE. "
"400","ANS","194HB","Undergraduate Honors Thesis in Animal Science ","4"," Laboratory—9 hours; Lecture—1 hour","Prerequisite(s): (NPB 101 or ANS 100); (ABI 103 or BIS 103); and Consent of Instructor. Minimum cumulative GPA of 3.200 and selection by the Honors Selection Committee. Students will carry out a research project (chosen from faculty-suggested or approved proposals) during the academic year under the guidance of a faculty member. Upon completion, student will write a thesis and present a public seminar describing his/her research. "," 2016 Fall Quarter."," SE, VL. "
"401","ANS","194HC","Undergraduate Honors Thesis in Animal Science ","4"," Laboratory—9 hours; Lecture—1 hour","Prerequisite(s): (NPB 101 or ANS 100); (ABI 103 or BIS 103); and Consent of Instructor. Minimum cumulative GPA of 3.200 and selection by the Honors Selection Committee. Students will carry out a research project (chosen from faculty-suggested or approved proposals) during the academic year under the guidance of a faculty member. Upon completion, student will write a thesis and present a public seminar describing his/her research. "," 2016 Fall Quarter."," SE, WE. "
"402","ANS","197T","Tutoring in Animal Science ","1-2"," Tutorial—1-2 hours","Prerequisite(s): Consent of Instructor. Animal Science or related major; upper division standing. Tutoring of students in lower division animal science courses; weekly conference with instructors in charge of courses; written critiques of teaching procedures. May be repeated up to 1 time(s). (P/NP grading only.) "," 2016 Fall Quarter.",NA
"403","ANS","198","Directed Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Selected topics relating to the animal sciences. (P/NP grading only.) "," 1997 Winter Quarter.",NA
"404","ANS","199","Special Study for Advanced Undergraduates ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Restricted to students with upper division standing. (P/NP grading only.) "," 2016 Fall Quarter.",NA
"405","ANS","200","Strategies in Animal Production ","4"," Lecture/Discussion—4 hours","Prerequisite(s): Consent of Instructor. Examines the forces and issues in animal agriculture through the strategic management process. "," 1997 Winter",NA
"406","ANS","206","Models in Agriculture and Nutrition ","3"," Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): MAT 016B; STA 108 Basic model building principles and techniques for statistical and systems simulation models. Optimization techniques for non-linear experimental designs and management models are presented. Quantitative analysis and evaluation of linear and non-linear equations used in agriculture and nutrition. "," 1997",NA
"407","ANS","259","Literature in Animal Science ","1"," Seminar—1 hour","Prerequisite(s): Graduate standing. Critical presentation and analysis of recent journal articles in animal science. May be repeated up to 9 time(s). (S/U grading only.) ","",NA
"408","ANS","290","Seminar ","1"," Seminar—1 hour","Reports and discussions of topics of interest in genetics, nutrition, and physiology as they apply to animal science. (S/U grading only.) "," 1997 Winter Quarter.",NA
"409","ANS","290C","Research Group Conference ","1"," Discussion—1 hour","Prerequisite(s): Graduate standing. Weekly conference on research problems, progress and techniques in the animal sciences. May be repeated for credit. May be repeated for credit. (S/U grading only.) "," 1997 Winter Quarter.",NA
"410","ANS","291","Current Research in Animal Science ","1"," Seminar—1 hour","Prerequisite(s): Graduate standing. Current research in animal science explored at weekly seminars presented by guest lecturers. Discussion of research presented. May be repeated for credit. May be repeated for credit. (S/U grading only.) "," 1997 Winter Quarter.",NA
"411","ANS","297","Supervised Teaching in Animal Science ","2"," Variable—6 hours","Practical experience in teaching Animal Science at University level; curriculum design and evaluation; preparation and presentation of material. Assistance in laboratories, discussion sections, and evaluation of student work. Evaluation letter sent to the graduate advisor with copy to the student. (S/U grading only.) "," 1997 Winter Quarter.",NA
"412","ANS","298","Group Study ","1-5"," Discussion—1-5 hours; Lecture—1-5 hours","Prerequisite(s): Consent of Instructor. Lectures and discussions of advanced topics in the animal sciences. (Sect. 1, 2, 3-letter grading; from Sect. 4 on-S/U grading only.) "," 1997 Winter Quarter.",NA
"413","ANS","299","Research ","1-12"," Variable","(S/U grading only.) "," 1997 Winter Quarter.",NA
"414","ANT","001","Human Evolutionary Biology ","4"," Discussion—1 hour; Lecture—3 hours","Processes and course of human evolution; primatology; biological and social diversity within Homo sapiens; human paleontology. "," 1999 Fall Quarter."," SE, SL, WE. "
"415","ANT","001Y","Human Evolutionary Biology ","Hybrid Version"," (4) Discussion/Laboratory—1 hour; Lecture/Discussion—1.5 hours; Web Virtual Lecture—1.5 hours","Evolutionary theory and mechanisms of evolution; basic population and quantitative genetics; primatology; biological and cultural diversity within Homo sapiens; paleoanthropology. Students may not take both ANT 1 and ANT 1Y for credit. "," 2017 Winter"," SE, SL, WE. "
"416","ANT","002","Cultural Anthropology ","5"," Discussion—1 hour; Lecture—3 hours; Term Paper","Introduction to cultural diversity in its many forms and methods used by anthropologists to account for it. Relational dynamic of culture, history, and power in constituting ""social facts"" and ""realities."" Critical thinking of contemporary concerns. "," 2017 Winter Quarter."," ACGH, DD, SS, WC, WE. "
"417","ANT","003","Introduction to Archaeology ","4"," Discussion—1 hour; Lecture—3 hours","Development of archaeology as an anthropological study; objectives and methods of modern archaeology. "," 2015 Spring Quarter."," SE, SL, SS. "
"418","ANT","004","Introduction to Anthropological Linguistics ","4"," Discussion—1 hour; Lecture—3 hours","Exploration of the role of language in social interaction and world view, minority languages and dialects, bilingualism, literacy, the social motivation of language change. Introduction of analytical techniques of linguistics and demonstration of their relevance to language in sociocultural issues. "," 1997 Winter"," SS, WC, WE. "
"419","ANT","005","Proseminar in Biological Anthropology ","4"," Seminar—3 hours; Term Paper","Prerequisite(s): Consent of Instructor. ANT 1 or ANT 1Y recommended. Course primarily for majors. Integration of related disciplines in the study of biological anthropology through discussion and research projects. Principal emphasis in human adaptation to the environment. "," 2016 Fall Quarter."," OL, SE, WE. "
"420","ANT","013","Scientific Method in Physical Anthropology ","4"," Discussion/Laboratory—1 hour; Fieldwork—1 hour; Lecture—2 hours","Skills for scientific thinking; designing, implementing, analyzing, interpreting, presenting, and criticizing research. Collection and analysis of original data. Basic statistical methods. "," 2004"," OL, SE, VL, WE. "
"421","ANT","015","From Birth to Death: The Evolution of the Human Life Cycle ","5"," Discussion—1 hour; Lecture—3 hours; Term Paper","Introduction to the biology of birth, childhood, marriage, the family, old age, and death. Examines comparative characteristics of nonhuman primates and other animals as well as cross-cultural variation in humans by study of selected cases. "," 2018 Winter Quarter."," SE, SL, WC, WE. "
